FD ,UD,RÉGION,IDCC déclaré,SIRET,Raison sociale,CP,Ville,durée mandat,Nb Colleges,Inscrits par CSE,% Inscrits ICTAM,Votants par CSE,Taux Participation,SVE CSE,Taille_entreprise,Taille_entreprise_2,Presence CGT,Presence CFDT,Presence FO,Presence CFTC,Presence CGC,Presence UNSA,Presence SUD,Presence AUTRES,CGT par CSE,% CGT,CFDT par CSE,FO par CSE,CFTC par CSE,CGC par CSE,UNSA par CSE,SUD par CSE,AUTRES par CSE,Date_prochain scrutin,Année du prochain mandat,Date Visite syndicat,Date Formation,Quadrimestre prochain scrutin,Siren,Effectif Siren,Tranche effectif Siren,"Groupe SBF 120
O/N",Nom du groupe,UL CONCERNÉE,Intitulé de la convention Collective
METAUX,59,NPC,3248,56209442500468,ARCELORMITTAL FRANCE,59381,DUNKERQUE,4A,3,3452,0.7679606025492468,2706,0.784,2627.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,1111.0,0.42291587362009897,311.0,424.0,0.0,781.0,0.0,0.0,0.0,2027-05-13,2027,2026-05-13,2026-07-12 20:00:00,2027-2,562 094 425,7316,5000 à 9999,CAC40,ARCELORMITTAL,UL DUNKERQUE,CCN de la métallurgie
FAPT,92,IDF,2148,38012986647981,ORANGE INNOVATION,92320,CHATILLON,4A,3,3443,0.99767644496079,2289,0.665,2235.0,100 et plus,1000 et plus,O,O,O,O,O,N,O,O,302.0,0.13512304250559284,693.0,73.0,222.0,615.0,0.0,170.0,160.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,380 129 866,45775,30 000 et plus,CAC40,ORANGE,UL CHATILLON,CC TELECOMMUNICATIONS
FAPT,35,BRE,2148,38012986616481,DIRECTION ORANGE GRAND OUEST,35510,CESSON SEVIGNE,4A,3,3439,0.8517010758941552,2307,0.671,2202.0,100 et plus,1000 et plus,O,O,O,O,O,N,O,O,310.0,0.1407811080835604,690.0,99.0,24.0,723.0,0.0,287.0,69.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,380 129 866,45775,30 000 et plus,CAC40,ORANGE,UL PROXIMITE,CC TELECOMMUNICATIONS
COMMERCE & SERVICES,1,AURA,2216,44028375205555,CSF,1152,LAGNIEU,4A,3,3425,0.08321167883211679,1909,0.557,1836.0,100 et plus,1000 et plus,O,O,O,O,O,O,N,N,153.0,0.08333333333333333,184.0,837.0,351.0,180.0,131.0,0.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,440 283 752,11223,10000 à 14999,CAC40,CARREFOUR,UL LAGNIEU,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
FNIC,69,AURA,176,34950537000024,SANOFI PASTEUR SA,69280,MARCY L ETOILE,4A,3,3384,0.9553782505910166,2252,0.665,2199.0,100 et plus,1000 et plus,O,O,O,O,O,O,N,N,386.0,0.1755343337880855,457.0,171.0,691.0,361.0,133.0,0.0,0.0,2026-11-24,2026,2025-11-24,2026-01-23 20:00:00,2026-3,349 505 370,6424,5000 à 9999,CAC40,SANOFI,UL LYON 5 9,CC PHARMACEUTIQUE INDUSTRIE
METAUX,44,PDL,3248,77812761300173,AIRBUS ATLANTIC - ETABLISSEMENT DE MONTOIR DE BRETAGNE,44550,MONTOIR DE BRETAGNE,4A,3,3346,0.4584578601315003,2820,0.843,2717.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,688.0,0.25322046374677953,133.0,892.0,489.0,515.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,778 127 613,10129,10000 à 14999,CAC40,AIRBUS,UL ST NAZAIRE,CCN de la métallurgie
COMMERCE & SERVICES,91,IDF,2216,44028375207395,CSF,91023,EVRY,4A,3,3291,0.0820419325432999,1880,0.571,1815.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,961.0,0.5294765840220386,211.0,403.0,39.0,201.0,0.0,0.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,440 283 752,11223,10000 à 14999,CAC40,CARREFOUR,UL EVRY,CC COMMERCE DETAIL ET GROS A PREDOMINANCE ALIMENTAIRE
METAUX,92,IDF,3248,42110670900668,UES SEI SEF ACS ET RP,92500,RUEIL MALMAISON,4A,3,3262,0.989883507050889,1956,0.6,1901.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,O,30.0,0.015781167806417674,284.0,177.0,376.0,854.0,0.0,0.0,180.0,2025-11-25,2025,2024-11-25,2025-01-24 20:00:00,2025-3,421 106 709,10783,10000 à 14999,CAC40,SCHNEIDER ELECTRIC,UL RUEIL,CCN de la métallurgie
FNME,92,IDF,5001,44011762001530,GRTGAZ DIRECTION DES ACTIFS INDUSTRIELS,92270,BOIS COLOMBES,4A,12,3251,0.9040295293755768,2352,0.723,2264.0,100 et plus,1000 et plus,O,O,O,N,O,O,N,N,779.0,0.34408127208480566,284.0,340.0,0.0,857.0,4.0,0.0,0.0,2028-01-16,2028,2027-01-16,2027-03-17 20:00:00,2028-1,440 117 620,3251,3000 à 3999,CAC40,ENGIE,UL COLOMBES,CC STATUT DES INDUSTRIES ELECTRIQUES ET GAZIERES
FSPBA,13,PACA,2120,55212022247931,SOCIETE GENERALE,13006,MARSEILLE,4A,2,3164,0.527180783817952,2329,0.736,2288.0,100 et plus,1000 et plus,O,O,N,O,O,N,N,N,297.0,0.12980769230769232,420.0,0.0,96.0,1475.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,,CC BANQUE
METAUX,92,IDF,3248,43827703001441,ENDEL,92042,PARIS LA DEFENSE,4A,8,3149,0.6027310257224515,1598,0.507,1485.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,959.0,0.6457912457912458,264.0,82.0,0.0,180.0,0.0,0.0,0.0,2028-10-02,2028,2027-10-03,2027-12-02 20:00:00,2028-3,438 277 030,3299,3000 à 3999,CAC40,ENGIE,,CCN de la métallurgie
FNIC,92,IDF,44,63201210000293,L'OREAL SA,92110,CLICHY,4A,2,3137,1.0,1701,0.542,1615.0,100 et plus,1000 et plus,N,N,O,O,O,N,N,N,0.0,0.0,0.0,94.0,355.0,1166.0,0.0,0.0,0.0,2028-05-27,2028,2027-05-28,2027-07-27 20:00:00,2028-2,632 012 100,6743,5000 à 9999,CAC40,L'OREAL,UL CLICHY,CCN des industries chimiques et connexes
FNSCBA,93,IDF,998,55204695503542,ENGIE ENERGIE SERVICES,93631,LA PLAINE ST DENIS,4A,3,3044,0.9136005256241787,1641,0.539,1606.0,100 et plus,1000 et plus,O,O,O,O,O,N,O,N,900.0,0.5603985056039851,167.0,209.0,132.0,163.0,0.0,35.0,0.0,2027-10-12,2027,2026-10-12,2026-12-11 20:00:00,2027-3,552 046 955,10241,10000 à 14999,CAC40,ENGIE,,CC EQUIPEMENTS THERMIQUES OETAM
METAUX,92,IDF,1090,30691609902168,ARGEDIS,92565,RUEIL MALMAISON,4A,3,3023,0.22295732715845187,1378,0.456,1354.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,852.0,0.6292466765140325,336.0,25.0,0.0,141.0,0.0,0.0,0.0,2027-12-19,2027,2026-12-19,2027-02-17 20:00:00,2027-3,306 916 099,3023,3000 à 3999,CAC40,TOTAL,UL RUEIL,CC AUTOMOBILE SERVICES
FSPBA,94,IDF,2120,95450974137971,LCL GRAND PARIS SUD ET EST,94800,VILLEJUIF,4A,2,3019,1.0,1270,0.421,1250.0,100 et plus,1000 et plus,O,O,O,N,O,O,O,N,26.0,0.0208,293.0,288.0,0.0,518.0,35.0,90.0,0.0,2027-06-23,2027,2026-06-23,2026-08-22 20:00:00,2027-2,954 509 741,17361,15000 à 19999,CAC40,CREDIT AGRICOLE,UL VILLEJUIF,CC BANQUE
FSPBA,92,IDF,1672,31824689900864,GIE BNP PARIBAS CARDIF,92728,NANTERRE,4A,2,3004,0.0,1783,0.594,1763.0,100 et plus,1000 et plus,N,O,N,O,O,N,N,N,0.0,0.0,347.0,0.0,738.0,678.0,0.0,0.0,0.0,2027-03-21,2027,2026-03-21,2026-05-20 20:00:00,2027-1,318 246 899,3004,3000 à 3999,CAC40,BNP PARIBAS,UL NANTERRE,CCN des sociétés d'assurances
METAUX,78,IDF,3248,54206547900322,PSA AUTOMOBILES SA,78300,POISSY,4A,3,2997,0.23890557223890557,2673,0.892,2602.0,100 et plus,1000 et plus,O,N,O,O,O,O,O,N,212.0,0.08147578785549578,0.0,894.0,535.0,182.0,353.0,426.0,0.0,2027-04-19,2027,2026-04-19,2026-06-18 20:00:00,2027-1,542 065 479,37477,30 000 et plus,CAC40,PSA GROUPE,UL POISSY,CCN de la métallurgie
[FD NON RENSEIGNEE],75,IDF,9999,43757445200011,AMUNDI,75015,PARIS,4A,2,2988,1.0,1783,0.597,1748.0,100 et plus,1000 et plus,O,O,N,N,O,N,N,N,133.0,0.07608695652173914,942.0,0.0,0.0,673.0,0.0,0.0,0.0,2027-03-22,2027,2026-03-22,2026-05-21 20:00:00,2027-1,437 574 452,2988,2000 à 2999,CAC40,CREDIT AGRICOLE,UL PARIS 15,IDCC non renseignée ou inconnue
FSPBA,91,IDF,2120,54209752203309,CA CONSUMER FINANCE,91300,MASSY,4A,2,2980,1.0,1562,0.524,1526.0,100 et plus,1000 et plus,O,O,O,O,O,O,N,N,286.0,0.1874180865006553,174.0,142.0,401.0,119.0,404.0,0.0,0.0,2026-11-22,2026,2025-11-22,2026-01-21 20:00:00,2026-3,542 097 522,2980,2000 à 2999,CAC40,CREDIT AGRICOLE,UL MASSY,CC BANQUE
METAUX,13,PACA,3248,41496958400013,ST MICROELECTRONICS ROUSSET SAS,13106,ROUSSET,4A,3,2924,0.8874829001367989,2311,0.79,2252.0,100 et plus,1000 et plus,O,O,O,N,O,O,N,N,275.0,0.12211367673179396,453.0,33.0,0.0,1157.0,334.0,0.0,0.0,2028-11-19,2028,2027-11-20,2028-01-19 20:00:00,2028-3,414 969 584,3197,3000 à 3999,CAC40,STMICROELECTRONICS,UL GARDANNE,CCN de la métallurgie
THCB,75,IDF,303,61203583200049,CHRISTIAN DIOR SA,75008,PARIS,4A,2,2900,0.5886206896551724,746,0.257,728.0,100 et plus,1000 et plus,N,O,O,N,N,N,N,O,0.0,0.0,320.0,68.0,0.0,0.0,0.0,0.0,340.0,2027-09-07,2027,2026-09-07,2026-11-06 20:00:00,2027-3,612 035 832,2900,2000 à 2999,CAC40,LVMH,UL PARIS 8,CC NATIONALE DE LA COUTURE PARISIENNE
FSPBA,59,NPC,2120,55212022239409,SOCIETE GENERALE,59800,LILLE,4A,2,2883,0.48664585501214014,2069,0.718,1981.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,552.0,0.2786471479050984,713.0,74.0,169.0,473.0,0.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,UL LILLE,CC BANQUE
FNSAC,92,IDF,3241,42062477700199,GROUPE CANAL+,92863,ISSY LES MOULINEAUX,4A,3,2861,0.8476057322614471,1533,0.536,1507.0,100 et plus,1000 et plus,O,O,N,N,O,O,N,N,250.0,0.16589250165892502,316.0,0.0,0.0,300.0,641.0,0.0,0.0,2027-06-06,2027,2026-06-06,2026-08-05 20:00:00,2027-2,420 624 777,2861,2000 à 2999,CAC40,VIVENDI,UL ISSY LES MOULINEAUX/MEUDON,CC TELEDIFFUSION
FNIC,64,NAQ,1388,54205118000074,TOTALENERGIES PAU,64000,PAU,42M,2,2842,1.0,1243,0.437,1226.0,100 et plus,1000 et plus,O,O,O,O,O,O,N,O,252.0,0.20554649265905384,169.0,44.0,20.0,329.0,362.0,0.0,50.0,2025-11-17,2025,2024-11-17,2025-01-16 20:00:00,2025-3,542 051 180,8327,5000 à 9999,CAC40,TOTAL,UL PAU/NAY,CC PETROLE INDUSTRIE
FSPBA,69,AURA,7501,39997382500017,CAISSE REGIONALE DE CREDIT AGRICOLE MUTUEL CENTRE-EST,69410,CHAMPAGNE AU MONT D OR,4A,3,2828,0.9628712871287128,1620,0.573,1595.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,O,14.0,0.00877742946708464,276.0,176.0,0.0,423.0,0.0,0.0,706.0,2027-11-30,2027,2026-11-30,2027-01-29 20:00:00,2027-3,399 973 825,2828,2000 à 2999,CAC40,CREDIT AGRICOLE,UL LYON 5 9,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,59,NPC,7501,44067655900014,CREDIT AGRICOLE MUTUEL NORD DE FRANCE,59800,LILLE,4A,3,2826,0.9639065817409767,1946,0.689,1923.0,100 et plus,1000 et plus,O,O,O,N,O,O,N,N,36.0,0.0187207488299532,282.9,660.0999999999999,0.0,800.0,144.0,0.0,0.0,2027-11-22,2027,2026-11-22,2027-01-21 20:00:00,2027-3,440 676 559,2826,2000 à 2999,CAC40,CREDIT AGRICOLE,UL LILLE,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,80,PIC,7501,48762543600018,CREDIT AGRICOLE BRIE PICARDIE,80000,AMIENS,4A,3,2822,0.8961729270021261,1484,0.526,1426.0,100 et plus,1000 et plus,O,O,N,N,O,N,N,N,116.0,0.08134642356241234,633.0,0.0,0.0,677.0,0.0,0.0,0.0,2027-06-14,2027,2026-06-14,2026-08-13 20:00:00,2027-2,487 625 436,2822,2000 à 2999,CAC40,CREDIT AGRICOLE,UL GRAND AMIENS,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,83,PACA,7501,41517607200015,CAISSE REGIONALE DE CREDIT AGRICOLE PROVENCE COTE D AZUR,83300,DRAGUIGNAN,4A,3,2729,0.9402711615976548,1762,0.646,1733.0,100 et plus,1000 et plus,O,O,N,O,O,N,O,O,244.0,0.14079630698211196,200.0,0.0,202.0,386.0,0.0,417.0,284.0,2027-10-24,2027,2026-10-24,2026-12-23 20:00:00,2027-3,415 176 072,2729,2000 à 2999,CAC40,CREDIT AGRICOLE,UL DRAGUIGNAN,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FAPT,92,IDF,2148,44958654400933,AXIONE,92240,MALAKOFF,4A,2,2720,1.0,2165,0.796,2056.0,100 et plus,1000 et plus,N,O,O,O,N,N,N,N,0.0,0.0,944.0,767.0,345.0,0.0,0.0,0.0,0.0,2027-11-20,2027,2026-11-20,2027-01-19 20:00:00,2027-3,449 586 544,2720,2000 à 2999,CAC40,BOUYGUES,UL MALAKOFF,CC TELECOMMUNICATIONS
METAUX,64,NAQ,3248,33848195500015,SAFRAN HELICOPTER ENGINES,64510,BORDES,4A,3,2714,0.8983050847457628,1879,0.692,1843.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,503.0,0.272924579489962,594.0,104.0,0.0,642.0,0.0,0.0,0.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,338 481 955,4603,4000 à 4999,CAC40,SAFRAN,UL PAU/NAY,CCN de la métallurgie
METAUX,31,OCC,3248,41472510100037,THALES ALENIA SPACE FRANCE,31037,TOULOUSE,3A,3,2696,0.9799703264094956,1738,0.645,1693.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,287.0,0.16952155936207916,373.0,709.0,47.0,277.0,0.0,0.0,0.0,2025-10-04,2025,2024-10-04,2024-12-03 20:00:00,2025-3,414 725 101,4657,4000 à 4999,CAC40,THALES,UL 31,CCN de la métallurgie
FSPBA,33,NAQ,7501,43465124603196,CAISSE REGIONALE CREDIT AGRICOLE MUTUEL AQUITAINE,33300,BORDEAUX,4A,3,2678,0.9353995519044063,1738,0.649,1694.0,100 et plus,1000 et plus,N,O,O,N,O,N,O,N,0.0,0.0,405.0,335.0,0.0,374.0,0.0,580.0,0.0,2026-12-06,2026,2025-12-06,2026-02-04 20:00:00,2026-3,434 651 246,2678,2000 à 2999,CAC40,CREDIT AGRICOLE,UL 33,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,75,IDF,2120,95450974103718,LCL GRAND PARIS NORD ET OUEST,75002,PARIS,4A,2,2676,1.0,1610,0.602,1590.0,100 et plus,1000 et plus,N,O,O,N,O,O,O,N,0.0,0.0,278.0,351.0,0.0,783.0,177.0,1.0,0.0,2027-06-09,2027,2026-06-09,2026-08-08 20:00:00,2027-2,954 509 741,17361,15000 à 19999,CAC40,CREDIT AGRICOLE,UL PARIS 2,CC BANQUE
FSPBA,34,OCC,7501,49282641700015,CAISSE REGIONALE CREDIT AGRICOLE DU LANGUEDOC,34977,LATTES,4A,3,2654,0.9604370761115297,1935,0.729,1905.0,100 et plus,1000 et plus,N,O,O,N,O,N,O,N,0.0,0.0,721.0,250.0,0.0,659.0,0.0,275.0,0.0,2027-11-17,2027,2026-11-17,2027-01-16 20:00:00,2027-3,492 826 417,2654,2000 à 2999,CAC40,CREDIT AGRICOLE,UL MONTPELLIER,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,94,IDF,2120,95450974138037,LCL SIEGE OPERATIONNEL,94800,VILLEJUIF,4A,2,2625,1.0,1478,0.563,1443.0,100 et plus,1000 et plus,O,O,O,O,O,O,O,N,154.0,0.10672210672210672,148.0,433.0,7.0,516.0,149.0,36.0,0.0,2027-06-09,2027,2026-06-09,2026-08-08 20:00:00,2027-2,954 509 741,17361,15000 à 19999,CAC40,CREDIT AGRICOLE,UL VILLEJUIF,CC BANQUE
METAUX,38,AURA,1090,39252740404670,EUROMASTER FRANCE MONTBONNOT SIEGE,38330,MONTBONNOT ST MARTIN,4A,3,2616,0.33371559633027525,455,0.174,434.0,100 et plus,1000 et plus,N,N,O,N,N,N,N,O,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,158.0,2027-02-01,2027,2026-02-01,2026-04-02 20:00:00,2027-1,392 527 404,2616,2000 à 2999,CAC40,MICHELIN,UL GRESIVAUDAN,CC AUTOMOBILE SERVICES
FNIC,45,CVL,44,55206518700056,PARFUMS CHRISTIAN DIOR,45800,ST JEAN DE BRAYE,4A,3,2613,0.5422885572139303,1798,0.688,1753.0,100 et plus,1000 et plus,O,O,O,N,O,O,N,N,63.0,0.03593839132915003,288.0,349.0,0.0,376.0,677.0,0.0,0.0,2028-03-26,2028,2027-03-27,2027-05-26 20:00:00,2028-1,552 065 187,4092,4000 à 4999,CAC40,LVMH,UL ORLEANS,CCN des industries chimiques et connexes
METAUX,13,PACA,3248,42117403800032,ARCELORMITTAL MEDITERRANEE,13776,FOS SUR MER,4A,3,2564,0.719188767550702,2190,0.854,2138.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,508.0,0.23760523854069224,363.0,745.0,0.0,522.0,0.0,0.0,0.0,2026-10-21,2026,2025-10-21,2025-12-20 20:00:00,2026-3,421 174 038,2772,2000 à 2999,CAC40,ARCELORMITTAL,UL FOS,CCN de la métallurgie
FSPBA,74,AURA,7501,30295849100037,CADS,74985,ANNECY,4A,3,2512,0.9271496815286624,1515,0.603,1447.0,100 et plus,1000 et plus,O,O,N,N,O,N,N,N,346.0,0.23911541119557705,454.0,0.0,0.0,647.0,0.0,0.0,0.0,2027-02-02,2027,2026-02-02,2026-04-03 20:00:00,2027-1,302 958 491,2512,2000 à 2999,CAC40,CREDIT AGRICOLE,UL ANNECY,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,69,AURA,2120,55212022240696,SOCIETE GENERALE SG AUVERGNE RHONE ALPES (REGION LYON,69007,LYON,4A,2,2470,0.5089068825910931,1755,0.711,1703.0,100 et plus,1000 et plus,O,O,O,O,O,O,N,N,667.0,0.39166177334116264,270.0,45.0,13.0,638.0,70.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,,CC BANQUE
METAUX,44,PDL,3248,77812761300165,AIRBUS ATLANTIC - ETABLISSEMENT DE NANTES,44019,NANTES,4A,3,2457,0.47334147334147336,2065,0.84,2005.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,538.0,0.2683291770573566,76.0,498.0,348.0,545.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,778 127 613,10129,10000 à 14999,CAC40,AIRBUS,UL NANTES,CCN de la métallurgie
FSPBA,75,IDF,1672,35235886500041,PACIFICA,75015,PARIS,4A,2,2451,0.4239086087311302,1335,0.545,1290.0,100 et plus,1000 et plus,N,O,O,N,O,N,N,N,0.0,0.0,475.0,406.0,0.0,409.0,0.0,0.0,0.0,2027-11-21,2027,2026-11-21,2027-01-20 20:00:00,2027-3,352 358 865,2451,2000 à 2999,CAC40,CREDIT AGRICOLE,UL PARIS 15,CCN des sociétés d'assurances
FNIC,27,NOR,176,34950537000040,SANOFI,27101,VAL DE REUIL,4A,3,2425,0.8387628865979382,1618,0.667,1574.0,100 et plus,1000 et plus,O,O,O,O,N,O,N,N,300.0,0.1905972045743329,570.0,84.0,444.0,0.0,176.0,0.0,0.0,2026-11-23,2026,2025-11-23,2026-01-22 20:00:00,2026-3,349 505 370,6424,5000 à 9999,CAC40,SANOFI,UL 27,CC PHARMACEUTIQUE INDUSTRIE
METAUX,59,NPC,3248,41020643700023,MANUFACTURE DE DOUAI-AMPERE ELECTRICITY,59500,DOUAI,4A,3,2425,0.4449484536082474,1980,0.816,1884.0,100 et plus,1000 et plus,O,O,O,O,O,N,O,N,258.0,0.13694267515923567,334.0,429.0,7.0,297.0,0.0,559.0,0.0,2028-06-18,2028,2027-06-19,2027-08-18 20:00:00,2028-2,410 206 437,4313,4000 à 4999,CAC40,RENAULT,UL DOUAI,CCN de la métallurgie
COMMERCE & SERVICES,93,IDF,1686,43772384400043,GENERALE DE TELEPHONE SA,93214,LA PLAINE ST DENIS,4A,3,2409,0.2503113325031133,1483,0.616,1453.0,100 et plus,1000 et plus,N,O,O,O,O,O,N,O,0.0,0.0,332.0,71.0,482.0,94.0,311.0,0.0,163.0,2027-11-16,2027,2026-11-16,2027-01-15 20:00:00,2027-3,437 723 844,2409,2000 à 2999,CAC40,ORANGE,,CC AUDIOVISUEL ELECTRONIQUE EQUIPEMENT MENAGER COMM
FSPBA,75,IDF,1672,45175156400050,CREDIT AGRICOLE ASSURANCES SOLUTIONS,75015,PARIS,4A,3,2398,0.8336113427856547,1557,0.649,1529.91,100 et plus,1000 et plus,O,O,N,O,O,O,O,O,217.79999999999998,0.1423613153714924,293.97,0.0,293.97,212.4,293.97,217.79999999999998,2.2737367544323206e-13,2028-02-05,2028,2027-02-05,2027-04-06 20:00:00,2028-1,451 751 564,2398,2000 à 2999,CAC40,CREDIT AGRICOLE,UL PARIS 15,CCN des sociétés d'assurances
METAUX,38,AURA,3248,50494133700017,STMICROELECTRONICS GRENOBLE 2 SAS,38019,GRENOBLE,4A,3,2398,0.9895746455379483,1774,0.74,1736.0,100 et plus,1000 et plus,O,O,N,N,O,O,N,N,378.0,0.21774193548387097,214.0,0.0,0.0,722.0,422.0,0.0,0.0,2028-11-12,2028,2027-11-13,2028-01-12 20:00:00,2028-3,504 941 337,2398,2000 à 2999,CAC40,STMICROELECTRONICS,UL GRENOBLE,CCN de la métallurgie
FSPBA,63,AURA,7501,44520048803923,CREDIT AGRICOLE CENTRE FRANCE,63045,CLERMONT FERRAND,4A,3,2337,0.9234060761660248,1386,0.593,1339.0,100 et plus,1000 et plus,N,O,O,N,O,N,O,N,0.0,0.0,350.0,472.0,0.0,291.0,0.0,226.0,0.0,2027-11-22,2027,2026-11-22,2027-01-21 20:00:00,2027-3,445 200 488,2337,2000 à 2999,CAC40,CREDIT AGRICOLE,UL CLERMONT VILLE,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,44,PDL,7501,44024246900011,CR DE CREDIT AGRICOLE MUTUEL ATLANTIQUE VENDEE,44300,NANTES,4A,3,2335,0.9417558886509636,1565,0.67,1530.0,100 et plus,1000 et plus,N,O,N,N,O,N,O,N,0.0,0.0,616.0,0.0,0.0,477.0,0.0,437.0,0.0,2026-11-30,2026,2025-11-30,2026-01-29 20:00:00,2026-3,440 242 469,2335,2000 à 2999,CAC40,CREDIT AGRICOLE,UL NANTES,CC Champ d'application des accords nationaux applicables dans les caisses de crédit agricole
FSPBA,35,BRE,2120,55212022231117,SOCIETE GENERALE,35510,CESSON SEVIGNE,4A,2,2330,0.5012875536480687,1638,0.703,1548.0,100 et plus,1000 et plus,O,O,N,O,O,O,N,N,380.0,0.2454780361757106,318.0,0.0,329.0,512.0,9.0,0.0,0.0,2027-10-20,2027,2026-10-20,2026-12-19 20:00:00,2027-3,552 120 222,47514,30 000 et plus,CAC40,SOCIETE GENERALE,UL PROXIMITE,CC BANQUE
METAUX,93,IDF,3248,38919198200146,ALSTOM TRANSPORT SA ETABLISSEMENT OMEGAT,93400,ST OUEN SUR SEINE,4A,3,2324,0.9466437177280551,1316,0.566,1273.0,100 et plus,1000 et plus,O,O,O,N,O,N,N,N,423.0,0.3322859387274156,162.0,89.0,0.0,599.0,0.0,0.0,0.0,2027-10-18,2027,2026-10-18,2026-12-17 20:00:00,2027-3,389 191 982,10856,10000 à 14999,CAC40,ALSTOM,,CCN de la métallurgie
METAUX,35,BRE,3248,54206547900181,PSA AUTOMOBILES SA,35177,CHARTRES DE BRETAGNE,4A,3,2284,0.30560420315236425,1852,0.811,1783.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,306.0,0.17162086371284352,869.0,124.0,225.0,259.0,0.0,0.0,0.0,2026-09-22,2026,2025-09-22,2025-11-21 20:00:00,2026-3,542 065 479,37477,30 000 et plus,CAC40,PSA GROUPE,UL PROXIMITE,CCN de la métallurgie
METAUX,92,IDF,1090,35225642401048,ARVAL,92564,RUEIL MALMAISON,4A,2,2219,0.0,1150,0.518,1098.0,100 et plus,1000 et plus,N,N,O,N,O,N,N,N,0.0,0.0,0.0,871.5,0.0,226.5,0.0,0.0,0.0,2027-02-06,2027,2026-02-06,2026-04-07 20:00:00,2027-1,352 256 424,2219,2000 à 2999,CAC40,BNP PARIBAS,UL RUEIL,CC AUTOMOBILE SERVICES
FNIC,92,IDF,1982,32450100601672,PHARMA DOM,92220,BAGNEUX,4A,3,2213,0.5061003163126977,1034,0.467,967.0,100 et plus,1000 et plus,O,O,N,O,O,N,N,O,224.0,0.23164426059979318,111.0,0.0,49.0,118.0,0.0,0.0,465.0,2028-06-21,2028,2027-06-22,2027-08-21 20:00:00,2028-2,324 501 006,2213,2000 à 2999,CAC40,AIR LIQUIDE,UL BAGNEUX,CC MEDICO-TECHNIQUES NEGOCE ET PRESTATIONS DE SERVICE
METAUX,78,IDF,3248,78012998701892,RENAULT SAS USINE DE FLINS,78415,AUBERGENVILLE,4A,3,2213,0.35110709444193405,1800,0.813,1742.0,100 et plus,1000 et plus,O,O,O,N,O,O,N,N,428.0,0.24569460390355913,573.0,218.0,0.0,219.0,304.0,0.0,0.0,2027-03-14,2027,2026-03-14,2026-05-13 20:00:00,2027-1,780 129 987,26014,20000 à 29999,CAC40,RENAULT,UL LES MUREAUX,CCN de la métallurgie
METAUX,91,IDF,3248,48010791100319,SAFRAN ELECTRONICS ET DEFENSE,91344,MASSY,4A,3,2172,0.994475138121547,1223,0.563,1191.0,100 et plus,1000 et plus,O,O,O,O,O,N,N,N,65.0,0.054575986565911,424.0,61.0,122.0,519.0,0.0,0.0,0.0,2027-11-23,2027,2026-11-23,2027-01-22 20:00:00,2027-3,480 107 911,7849,5000 à 9999,CAC40,SAFRAN,UL MASSY,CCN de la métallurgie
